fpr,tpr
0.0,0.0
0.0,0.08641975308641975
0.0,0.10493827160493827
0.0,0.13580246913580246
0.0,0.2222222222222222
0.0,0.2345679012345679
0.0,0.2716049382716049
0.0,0.2839506172839506
0.0,0.4074074074074074
0.0,0.41975308641975306
0.0,0.5617283950617284
0.0,0.5740740740740741
0.0,0.808641975308642
0.0,0.8209876543209876
0.0,0.845679012345679
0.00980392156862745,0.845679012345679
0.00980392156862745,0.9259259259259259
0.0196078431372549,0.9259259259259259
0.0196078431372549,1.0
1.0,1.0
